"cell","arm","endpoint","delta","top_factor","R","sigma_ratio","truth","n","bias","bias_mcse","rmse","rmse_mcse","coverage","coverage_mcse","rel_bias","f_neg"
"d2.0_t0.8_R2.3_s8.1","F","NSEC",2,0.8,2.3,8.09002951790214,1.3,500,1.91031180974855,0.0325332501643399,2.04387841644906,0.0453421614513815,0.014,0.00525433154644813,1.4694706228835,0.0181142857142857
"d2.0_t0.8_R2.3_s8.1","B1","ErC50",2,0.8,2.3,8.09002951790214,7.79489604573253,500,-0.169872238485263,0.0404908809766472,0.920311244687489,0.0409795227092953,0.806,0.0176841171676734,-0.0217927522687442,0.0181142857142857
"d2.0_t0.8_R2.3_s8.1","B3","ErC50",2,0.8,2.3,8.09002951790214,7.79489604573253,500,-0.226701803870773,0.039726283509317,0.91591720750738,0.0309596448400406,0.776,0.0186453211289052,-0.0290833646197098,0.0181142857142857
"d2.0_t1.0_R2.3_s8.1","C","NSEC",2,1,2.3,8.09002951790214,1.3,500,1.16948647903026,0.0220772852814505,1.26921805880963,0.0307955843435642,0.086,0.0125382614424808,0.899604983869433,0.0428
"d2.0_t1.0_R2.3_s8.1","E","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,-0.916733263763625,0.0344206444368421,1.19649717001379,0.0262345490376226,0.55,0.022248595461287,-0.117606862026789,0.0428
"d2.0_t1.0_R2.3_s8.1","F","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,1.41241490088424,0.0734255293543443,2.16452736743191,0.113489132372966,0.84,0.0163951212255354,0.563234522312858,0.0428
"d2.0_t1.0_R2.3_s8.1","A","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,0.494822721751278,0.0234378810023359,0.720393867710777,0.0595076925399732,0.908,0.01292563344676,0.197322500025063,0.0428
"d2.0_t1.0_R2.3_s8.1","D","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,-0.28100892753088,0.0346913674954807,0.8243227618637,0.0248812719353412,0.828,0.0168769665520792,-0.0360503752560913,0.0428
"d2.0_t1.0_R2.3_s8.1","C","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,-0.238150845301498,0.0338720510134134,0.793237939842519,0.0229348749271758,0.84,0.0163951212255354,-0.030552151549459,0.0428
"d2.0_t1.0_R2.3_s8.1","B3","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,0.457068594481095,0.0241108257004449,0.706396720068534,0.0403542369060367,0.86,0.0155177317930167,0.18226713079535,0.0428
"d2.0_t1.0_R2.3_s8.1","D","NSEC",2,1,2.3,8.09002951790214,1.3,500,1.23662601022103,0.023033808966195,1.33939968289726,0.032226727335976,0.066,0.0111035129576184,0.951250777093098,0.0428
"d2.0_t1.0_R2.3_s8.1","B2","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,-0.729552772055864,0.0335270537945987,1.04554045926076,0.024472437836604,0.646,0.0213861637513604,-0.0935936499698764,0.0428
"d2.0_t1.0_R2.3_s8.1","E","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,0.60257470133307,0.0274471140064318,0.859659793325469,0.0422976988748778,0.84,0.0163951212255354,0.240291201863326,0.0428
"d2.0_t1.0_R2.3_s8.1","A","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,-0.373659508109868,0.0317151294781792,0.800962107388312,0.0231637052928816,0.798,0.0179552777756291,-0.047936432496035,0.0428
"d2.0_t1.0_R2.3_s8.1","F","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,0.0664799339106705,0.0492394757857053,1.10193377453577,0.0370756421330795,0.868,0.0151377673386798,0.00852864919822328,0.0428
"d2.0_t1.0_R2.3_s8.1","B3","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,-0.364827120537485,0.0339319031666811,0.841210128376775,0.0233006543446005,0.766,0.0189337793374698,-0.0468033336682171,0.0428
"d2.0_t1.0_R2.3_s8.1","B2","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,0.712294681710847,0.0337255339080846,1.03678933281976,0.0677697813879277,0.814,0.0174013792556797,0.284044691505474,0.0428
"d2.0_t1.0_R2.3_s8.1","B1","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,0.379497875106535,0.0198113687961917,0.5829848314203,0.0325676487463849,0.92,0.0121326007104825,0.151333934717453,0.0428
"d2.0_t1.0_R2.3_s8.1","C","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,0.414181921134981,0.0206440961433528,0.619846624478576,0.0346804179412786,0.912,0.0126693330526907,0.165165034973107,0.0428
"d2.0_t1.0_R2.3_s8.1","B1","ErC50",2,1,2.3,8.09002951790214,7.79489604573253,500,-0.150929050023426,0.035836920431603,0.814639629704739,0.0240446047089283,0.854,0.015791390059143,-0.0193625481517557,0.0428
"d2.0_t1.0_R2.3_s8.1","B1","NSEC",2,1,2.3,8.09002951790214,1.3,500,1.11613003720094,0.0213908258669105,1.2141138365677,0.0297107287407948,0.126,0.0148407546977908,0.858561567077644,0.0428
"d2.0_t1.0_R2.3_s8.1","B3","NSEC",2,1,2.3,8.09002951790214,1.3,500,1.25732334558545,0.0257608509462384,1.38275416999909,0.0362436481428324,0.078,0.0119929979571415,0.967171804296503,0.0428
"d2.0_t1.0_R2.3_s8.1","B2","NSEC",2,1,2.3,8.09002951790214,1.3,500,1.61982538710623,0.0362180628522365,1.810634301846,0.0580981802646842,0.03,0.00762889244910426,1.24601952854325,0.0428
"d2.0_t1.0_R2.3_s8.1","E","NSEC",2,1,2.3,8.09002951790214,1.3,500,1.51424470965744,0.0292329292942747,1.64904959116833,0.0381262584354957,0.044,0.00917213170424411,1.16480362281341,0.0428
"d2.0_t1.0_R2.3_s8.1","A","NSEC",2,1,2.3,8.09002951790214,1.3,500,1.30129908996685,0.0249042086219732,1.41522751014981,0.0444334742371887,0.044,0.00917213170424411,1.0009992999745,0.0428
"d2.0_t1.0_R2.3_s8.1","F","NSEC",2,1,2.3,8.09002951790214,1.3,500,3.03551576758906,0.067736165715963,3.39173434397303,0.0951614428768015,0,0,2.33501212891466,0.0428
"d2.0_t1.0_R2.3_s8.1","D","ErC10",2,1,2.3,8.09002951790214,2.50768524465496,500,0.446083110734117,0.0213639012955542,0.653254823699565,0.0365757999908349,0.92,0.0121326007104825,0.177886404079191,0.0428
"d2.0_t2.0_R2.3_s8.1","F","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,2.61579228360701,0.0888423185584129,3.28343647674633,0.176042319135796,0.494,0.022359069748091,1.04311029032949,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","C","NSEC",2,2,2.3,8.09002951790214,1.3,500,1.53299972799861,0.0233874793948397,1.61957657678586,0.0270828794087803,0.008,0.00398396787135639,1.17923055999893,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B3","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,0.765052847049621,0.0279298734503362,0.987200433763923,0.0363319477633542,0.722,0.0200357680162254,0.305083282951999,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","E","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,-0.436651277587771,0.0301100666176466,0.801913822032562,0.0204655515516078,0.862,0.01542439626047,-0.0560175883072648,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","A","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,0.266098190649055,0.0308236039416534,0.738177101028408,0.0270354152831142,0.91,0.0127984374046209,0.0341374906205114,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","D","NSEC",2,2,2.3,8.09002951790214,1.3,500,1.63023893210419,0.0287674787768892,1.75232283712289,0.0369218103081187,0.008,0.00398396787135639,1.25402994777245,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","A","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,1.06636164091817,0.0242795663835752,1.19636379239976,0.0350039030174174,0.76,0.0190997382181013,0.425237434877873,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","D","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,-0.0735383547712249,0.0385396288554976,0.864045185618142,0.0463710905740378,0.874,0.0148407546977908,-0.00943416747828022,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B1","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,0.715207322888904,0.0267021322642682,0.931295036267073,0.0349593181027693,0.76,0.0190997382181013,0.285206177455222,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","F","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,1.09117858836433,0.0804671094828627,2.10277759410256,0.142577772283253,0.832,0.0167198086113448,0.139986291281167,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","C","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,0.695495826916314,0.0217129640716792,0.84792063121394,0.0277608828462584,0.81,0.0175442298206561,0.277345742811519,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B2","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,-0.660468072113596,0.0295756579043986,0.934185808594832,0.0214485381585042,0.948,0.00992935043192656,-0.0847308377480137,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","C","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,0.114105553173513,0.038456687224675,0.866602305917182,0.0278755201084532,0.834,0.0166399519230075,0.0146384958188098,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B2","NSEC",2,2,2.3,8.09002951790214,1.3,500,3.4458489250853,0.0389444946622767,3.55396890435146,0.042232074620427,0,0,2.65065301929639,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","D","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,0.766326333753208,0.0255778829229141,0.955884861852078,0.0345832036977513,0.812,0.0174731794473702,0.305591116503399,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B3","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,-0.338282725801238,0.0316624845938419,0.784021144467736,0.0214731045578777,0.756,0.0192074985357282,-0.0433979778327433,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","E","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,0.552729177172351,0.0218349380447496,0.737166900021449,0.0277196063274501,0.85,0.0159687194226713,0.220414096366549,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","A","NSEC",2,2,2.3,8.09002951790214,1.3,500,2.13167520576874,0.0263949771249231,2.21171650461454,0.0315930878720377,0,0,1.63975015828365,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B1","ErC50",2,2,2.3,8.09002951790214,7.79489604573253,500,-0.218470837341648,0.0365952332011193,0.846165375206211,0.0273877317115459,0.788,0.0182787308093314,-0.0280274215409524,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B1","NSEC",2,2,2.3,8.09002951790214,1.3,500,1.56985151258427,0.0281799957878669,1.69135914007127,0.034095246339632,0.008,0.00398396787135639,1.20757808660328,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B3","NSEC",2,2,2.3,8.09002951790214,1.3,500,1.64025165649574,0.0289497294126547,1.763130972542,0.0349427592331624,0.006,0.00345369367489359,1.26173204345826,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","E","NSEC",2,2,2.3,8.09002951790214,1.3,500,1.50187850618136,0.0224855402655951,1.58364554377751,0.0261355390659294,0.008,0.00398396787135639,1.15529115860104,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","B2","ErC10",2,2,2.3,8.09002951790214,2.50768524465496,500,2.0656337250877,0.0342118639839709,2.20247543759546,0.0372910167907969,0.668,0.0210606742532142,0.823721290178074,0.147971428571429
"d2.0_t2.0_R2.3_s8.1","F","NSEC",2,2,2.3,8.09002951790214,1.3,500,4.70153212156001,0.0870754807948692,5.08801452715436,0.137996754911965,0,0,3.61656317043078,0.147971428571429
"d4.0_t0.8_R2.3_s8.1","A","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,500,-0.202212592835696,0.0183095508661959,0.456261459592327,0.014084363713478,0.748,0.0194162818273736,-0.0400160311910387,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B1","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,500,0.0576038215597739,0.0126944049319672,0.289363112075623,0.0232155905471908,0.956,0.00917213170424412,0.0285211604201019,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","F","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,500,0.141674534743993,0.0196671830802885,0.461610139469885,0.0298326968582176,0.948,0.00992935043192656,0.0701467719235221,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","C","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,495,-0.180327590897352,0.0181613591121254,0.442104639932488,0.0142197599896777,0.767676767676768,0.0189816044944593,-0.0356851885471667,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B3","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,500,0.0877929176512732,0.0140410938228079,0.325709382647215,0.0242063308166997,0.934,0.0111035129576184,0.0434685724016152,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","C","NSEC",4,0.8,2.3,8.09002951790214,1.3,495,0.45088633822221,0.0143177554907795,0.551876401387616,0.0229573307993295,0.626262626262626,0.0217449750010547,0.346835644786316,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","E","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,500,0.0410220165742225,0.0141792787592447,0.319386485255508,0.0247187482245267,0.954,0.00936845771725528,0.0203110745743736,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B2","NSEC",4,0.8,2.3,8.09002951790214,1.3,500,0.532839698704045,0.0162584921760652,0.644843461521295,0.0234276258845929,0.516,0.0223492281745925,0.409876691310804,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","D","NSEC",4,0.8,2.3,8.09002951790214,1.3,500,0.460363977785318,0.0141294431008176,0.558171955628015,0.0220998076409345,0.62,0.0217071416819442,0.354126136757937,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","A","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,500,0.0657874343728127,0.0127425610821339,0.292150723299434,0.0240990488082047,0.958,0.00897061870775924,0.0325730814131298,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","D","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,500,-0.202212592835696,0.0183095508661959,0.456261459592327,0.014084363713478,0.748,0.0194162818273736,-0.0400160311910387,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","A","NSEC",4,0.8,2.3,8.09002951790214,1.3,500,0.460363977785318,0.0141294431008176,0.558171955628015,0.0220998076409345,0.62,0.0217071416819442,0.354126136757937,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","F","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,500,-0.366972544470357,0.0212775028555656,0.600484954142551,0.0149203947768915,0.704,0.0204148965219028,-0.0726205256549597,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","C","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,495,0.0615681957796326,0.0129284079889983,0.293870119096476,0.0244913329332414,0.957575757575758,0.00905922444993422,0.0304840259041666,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","E","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,500,-0.447410207120035,0.0219900690322779,0.664435021895536,0.0153539270417988,0.662,0.0211544794310803,-0.088538406793743,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B3","NSEC",4,0.8,2.3,8.09002951790214,1.3,500,0.50603267433659,0.0156991754885772,0.615674149933057,0.0232793310253647,0.532,0.0223148381127894,0.389255903335839,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B2","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,500,0.103531203775444,0.0144447217749191,0.33887321190299,0.0243967875584884,0.928,0.0115599307956406,0.0512610099713895,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","D","ErC10",4,0.8,2.3,8.09002951790214,2.01968716248917,500,0.0657874343728127,0.0127425610821339,0.292150723299434,0.0240990488082047,0.958,0.00897061870775924,0.0325730814131298,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B2","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,500,-0.274703419896583,0.0195945105862771,0.516769239231231,0.0140351985538526,0.708,0.0203340109176719,-0.0543613059143079,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B1","NSEC",4,0.8,2.3,8.09002951790214,1.3,500,0.442850194398529,0.01404989916039,0.542787921955676,0.0220390984553184,0.64,0.021466252583998,0.340653995691176,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B3","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,500,-0.232076120243856,0.018921072197631,0.48218752075133,0.0134853050471427,0.742,0.0195671152702691,-0.0459257513893764,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","E","NSEC",4,0.8,2.3,8.09002951790214,1.3,500,0.507121698643931,0.0161065069702964,0.621789981473508,0.0238592579129524,0.628,0.0216155499583055,0.390093614341486,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","B1","ErC50",4,0.8,2.3,8.09002951790214,5.0532895646328,500,-0.16656282201,0.017989394763787,0.435004272778614,0.0142681386215462,0.79,0.018215378118502,-0.0329612660979785,0.0102449490434472
"d4.0_t0.8_R2.3_s8.1","F","NSEC",4,0.8,2.3,8.09002951790214,1.3,500,0.811571070574557,0.0209709617573509,0.937069068890144,0.0282977471517859,0.486,0.0223519126698366,0.624285438903506,0.0102449490434472
"d4.0_t1.0_R2.3_s8.1","A","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.161706257879708,0.0130416320224735,0.333198008061952,0.0177276662374279,0.954,0.00936845771725528,0.0800650025820893,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","D","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.195239389055574,0.0152853108745178,0.39332574613873,0.0112532495674748,0.832,0.0167198086113448,-0.0386360976465755,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","F","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.839999012464937,0.046900509187137,1.34284308993509,0.0565497797474827,0.764,0.0189896814085966,0.415905506588297,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","C","NSEC",4,1,2.3,8.09002951790214,1.3,500,0.516911717311776,0.0139695568798253,0.60380198300778,0.0178266521733758,0.552,0.0222394244529844,0.397624397932135,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","C","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.126679877089724,0.0127082238382706,0.310862942256131,0.01650386020004,0.956,0.00917213170424412,0.0627225242812342,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B2","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.520763051262945,0.0150966201990506,0.62041938907198,0.0125230350595323,0.506,0.022359069748091,-0.103054266849793,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","C","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.203463072551249,0.0143033224370824,0.378794341600859,0.0107790729163822,0.798,0.0179552777756291,-0.0402634897424553,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","A","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.265145389289671,0.0138624936637189,0.40766931944815,0.0104896237052491,0.742,0.0195671152702691,-0.0524698586729292,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B2","NSEC",4,1,2.3,8.09002951790214,1.3,500,0.862911779920692,0.0209541575620983,0.981690390487439,0.0300926330574511,0.228,0.0187625158227781,0.663778292246686,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","D","NSEC",4,1,2.3,8.09002951790214,1.3,500,0.529425418753661,0.0136049449036638,0.61045347276637,0.0169635900329325,0.55,0.022248595461287,0.407250322118201,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B1","NSEC",4,1,2.3,8.09002951790214,1.3,500,0.485147302104024,0.0141117317089416,0.578566547321535,0.0193078558902233,0.602,0.0218904545407353,0.373190232387711,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B3","NSEC",4,1,2.3,8.09002951790214,1.3,500,0.699353207810043,0.0169128266271147,0.794877800563771,0.020689521058799,0.304,0.0205710476155202,0.537964006007725,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","D","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.127129072909356,0.0124014232616846,0.304804290221779,0.0161195990660137,0.956,0.00917213170424412,0.0629449328938027,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B3","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.378659720273424,0.0147214750807672,0.501525050427015,0.0117024895324058,0.662,0.0211544794310803,-0.0749333113470492,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","E","NSEC",4,1,2.3,8.09002951790214,1.3,500,0.812375273834243,0.0174497190852587,0.901052407420528,0.0209140899380705,0.304,0.0205710476155202,0.624904056795572,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B1","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.105776887761664,0.012672841635602,0.302206231950875,0.0178500580718363,0.962,0.00855055553750749,0.0523729069165834,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B2","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.356816240125473,0.0193222799874929,0.560017616393357,0.0332450298706497,0.83,0.016798809481627,0.176669063780013,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","E","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.283951749007571,0.0161945577963469,0.459889316218424,0.0214570302283011,0.898,0.0135348439222623,0.140591946258456,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","F","NSEC",4,1,2.3,8.09002951790214,1.3,500,1.67890116410867,0.0444388435533079,1.95042039473719,0.0546389076855259,0.07,0.0114105214604767,1.29146243392975,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B3","ErC10",4,1,2.3,8.09002951790214,2.01968716248917,500,0.239602265012859,0.0155866306209996,0.422655686585332,0.020128151139194,0.864,0.0153299706457645,0.118633355433899,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","B1","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.155256709552201,0.0149366595488099,0.368012827631085,0.0110924910638112,0.842,0.0163117135825762,-0.0307238893727403,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","A","NSEC",4,1,2.3,8.09002951790214,1.3,500,0.572661919284652,0.0141923475379995,0.654562155482444,0.0177647906987406,0.486,0.0223519126698366,0.440509168680502,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","E","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.696551642045737,0.0147382547943917,0.77043822015424,0.0123115284108826,0.402,0.0219269696948758,-0.13784122859707,0.0365428571428571
"d4.0_t1.0_R2.3_s8.1","F","ErC50",4,1,2.3,8.09002951790214,5.0532895646328,500,-0.313416496060975,0.0238818263099763,0.618732876389461,0.0123702920583849,0.784,0.0184034779321736,-0.0620222712457502,0.0365428571428571
"d4.0_t2.0_R17.0_s8.1","C","NSEC",4,2,17,8.09002951790214,1.3,500,0.200761902407886,0.00497047931278616,0.229419851131615,0.00541143339903915,0.458,0.0222816516443463,0.154432232621451,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","F","ErC10",4,2,17,8.09002951790214,2.01968716248917,500,0.481198275737752,0.0132399939770341,0.564823161165,0.0224353350673696,0.916,0.0124051602166195,0.238253866576395,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","A","ErC10",4,2,17,8.09002951790214,2.01968716248917,500,0.0697608521672089,0.00403298687003265,0.113942103977982,0.0043178469919169,0.964,0.0083311463797007,0.0345404246077556,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","A","ErC50",4,2,17,8.09002951790214,5.05328956463279,500,-0.0300792504522102,0.00382153523486599,0.0905108996302468,0.00260593709409677,0.9,0.0134164078649987,-0.00595240982482585,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","D","NSEC",4,2,17,8.09002951790214,1.3,500,0.202331359700187,0.00501725479028645,0.23129900364641,0.0054549368442058,0.464,0.0223026455829796,0.155639507461683,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","D","ErC50",4,2,17,8.09002951790214,5.05328956463279,500,-0.0668942520809774,0.00445293592953247,0.11987214655349,0.00367760866748718,0.794,0.0180866801818355,-0.0132377634856233,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","B3","NSEC",4,2,17,8.09002951790214,1.3,500,0.712248569752678,0.00606385974323752,0.725014794478415,0.00811722147669339,0,0,0.547883515194368,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","C","ErC10",4,2,17,8.09002951790214,2.01968716248917,500,0.0472855140843831,0.00418825552327498,0.104829006110035,0.00426856430505773,0.93,0.0114105214604767,0.023412296202401,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","B2","ErC50",4,2,17,8.09002951790214,5.05328956463279,500,-0.570449271913531,0.00411068264296822,0.577792635822305,0.00403352625818045,1,0,-0.112886717576214,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","C","ErC50",4,2,17,8.09002951790214,5.05328956463279,500,-0.065651328751201,0.0044616996162691,0.11934643662984,0.00365389970101866,0.79,0.018215378118502,-0.012991800274159,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","B2","ErC10",4,2,17,8.09002951790214,2.01968716248917,500,1.00562283100369,0.00436798114568105,1.01034540065321,0.00436145253983068,0.98,0.00626099033699941,0.497910196034669,0.143628571428571
"d4.0_t2.0_R17.0_s8.1","B2","NSEC",4,2,17,8.09002951790214,1.3,500,1.74431563218899,0.00468886099166004,1.74745750963537,0.00468461583981403,0,0,1.34178125552999,0.143628571428571
