"cell","delta","top_factor","R","arm","iteration","f_neg","bot","top","beta","nec","sigma","dispersion_par","dispersion","divergences","max_rhat","ErC10","ErC50","ErC10_lwr","ErC10_upr","ErC50_lwr","ErC50_upr","phi","shape","true_ErC10","true_ErC50","true_nec","true_beta","true_top","true_bot"
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",7,0.142857142857143,0,0.1146349664425,-1.74579178915,4.127573341125,0.01447618015475,"sigma",0.01447618015475,0,1.00454342072104,4.88064197404374,8.15539529856341,3.46368140093427,5.82528235611672,7.30521895469772,9.06854766790062,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",7,0.142857142857143,NA,0.80087276853,-1.90659560985,3.0701241307675,NA,"phi",9.922674601625,0,1.00363342608845,3.74707351555616,7.71456312026268,2.64499306980435,5.1955221014014,6.7699227381897,8.94259561695756,9.922674601625,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",7,0.142857142857143,NA,0.11567811298125,-1.661791900675,4.246086798325,NA,"shape",3.0569342218,0,1.00333094981203,4.78617793583644,7.90349119667728,2.89689717169048,6.83289876366123,6.23462652168168,9.69830792261594,NA,3.0569342218,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",8,0.142857142857143,-0.1764718134195,0.1163677065925,-3.17701280145,2.81713959616,0.02352147329725,"sigma",0.02352147329725,0,1.00281421106548,3.74707351555616,8.344323374978,2.33011294244669,5.88825838158825,7.17926690375466,9.66681990988018,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",8,0.142857142857143,0,0.1178438889725,-2.0732851913,2.33882209514,0.01562941924625,"sigma",0.01562941924625,0,1.0105366092407,3.02284922263354,7.90349119667728,2.17267287876786,4.94361799951527,6.83289876366123,9.03705965516486,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",8,0.142857142857143,NA,0.81581155414,-1.962248380675,2.40996093623,NA,"phi",9.44827698155,0,1.00312287049613,3.02284922263354,7.30521895469772,2.14118486603209,4.84915396130797,6.32909055988898,8.75366754054296,9.44827698155,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",8,0.142857142857143,NA,0.11480423041375,-1.42306286565,5.70573823085,NA,"shape",3.01483441685,0,1.00377209212542,6.10867447073861,8.56473946412837,4.31385774479995,8.06093126035611,6.9588508146043,10.2965801645955,NA,3.01483441685,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",9,0.128571428571429,-0.1964860851975,0.1196998760175,-3.25239605685,2.284667263225,0.025920998918,"sigma",0.025920998918,0,1.00216954670399,3.27475332451967,7.93497920941305,2.23564890423939,4.62873787215761,6.7699227381897,9.19449971884369,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",9,0.128571428571429,0,0.1207975211725,-1.879897993725,2.4960388362225,0.01498487086475,"sigma",0.01498487086475,0,1.00198041764181,3.18028928631237,7.0533148528116,2.39308896791822,3.99897761744229,6.26611453441744,7.99795523488458,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",9,0.128571428571429,NA,0.82024347841,-1.852897828975,2.4652574065675,NA,"phi",8.833313000675,0,1.00350438620176,3.08582524810507,6.864386776397,2.36160095518245,4.12492966838535,6.04569844526708,7.96646722214881,8.833313000675,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",9,0.128571428571429,NA,0.11991554450225,-1.5714772237,4.908536917825,NA,"shape",1.4997189039425,0,1.00366624264218,5.2899861396087,8.12390728582764,2.73945710801165,8.59622747686413,5.91974639432402,10.9901036451008,NA,1.4997189039425,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",10,0.171428571428571,-0.1249764191115,0.11702277376175,-2.531713658325,3.64903034401,0.02689605356375,"sigma",0.02689605356375,0,1.00616308447196,4.18790569385688,7.24224292922619,2.67648108254011,5.95123440705978,6.14016248347438,8.40729940044954,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",10,0.171428571428571,0,0.1158254936475,-1.0758666800175,4.97377687405,0.0149597172995,"sigma",0.0149597172995,0,1.0175501148335,5.44742620328753,7.08480286554736,3.65260947734886,5.88825838158825,6.42355459809627,7.71535032058108,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",10,0.171428571428571,NA,0.8264065967975,-1.80229390325,2.863294504465,NA,"phi",7.9054190286,0,1.00381368595292,3.49516941367003,7.0533148528116,2.58201704433282,4.56576184668608,6.23462652168168,8.18767051161757,7.9054190286,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",10,0.171428571428571,NA,0.10975110624275,-1.969743852175,2.767763137965,NA,"shape",1.4355254011025,0,1.00181225397641,3.40070537546273,7.65158709479115,1.88928076414596,5.79379434338095,6.14016248347438,9.95021202450207,NA,1.4355254011025,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",11,0.171428571428571,-0.0822116413225,0.118563405495,-2.529407537875,1.7518466755,0.01857852387125,"sigma",0.01857852387125,0,1.0025824259546,2.51904101886128,6.17165049621015,1.79481672593867,3.36921736272697,5.4781270157049,7.02182684007583,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",11,0.171428571428571,0,0.1191334734,-1.6785846947,1.918564704935,0.0118753843441,"sigma",0.0118753843441,0,1.00088797514999,2.48755300612552,5.63635427970212,1.98374480235326,2.95987319716201,5.13254607592987,6.23462652168168,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",11,0.171428571428571,NA,0.849405442355,-1.683877742725,1.731721623505,NA,"phi",8.21893762255,0,1.00350338319007,2.29862492971092,5.47891421602329,1.63737666225983,3.05433723536931,4.78617793583644,6.32909055988898,8.21893762255,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",11,0.171428571428571,NA,0.116360832729,-1.1250892061625,4.780545481425,NA,"shape",1.2578117128875,0,1.0035361743035,5.1010580631941,6.89587478913277,3.05355003505091,7.17926690375466,5.00580682466841,8.87961959148603,NA,1.2578117128875,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",12,0.157142857142857,-0.1947027846045,0.1164565486175,-3.344382331525,1.65056353707,0.023559350981,"sigma",0.023559350981,0,1.00337178203672,2.73945710801165,7.74605113299845,1.88928076414596,3.90451357923499,6.54950664903934,9.00557164242909,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",12,0.157142857142857,0,0.1188146272175,-1.850084609025,1.8544640948125,0.0154745523245,"sigma",0.0154745523245,0,1.00342813208848,2.51904101886128,6.29760254715321,1.82630473867443,3.49516941367003,5.51040222875906,7.17926690375466,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",12,0.157142857142857,NA,0.8397691276,-2.0055659532,1.5502320312575,NA,"phi",8.531929917875,0,1.00543040814226,2.29862492971092,6.70694671271817,1.63737666225983,3.14880127357661,5.76230633064519,7.90349119667728,8.531929917875,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",12,0.157142857142857,NA,0.11316387252525,-1.932290818625,3.1981076803725,NA,"shape",2.306173066375,0,1.00266193430861,3.81004954102769,7.93497920941305,2.04672082782479,6.45504261083204,6.29681534683482,10.1706281136524,NA,2.306173066375,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",13,0.128571428571429,-0.44796085769,0.1197629036425,-3.904188620425,2.658071418065,0.02394731504175,"sigma",0.02394731504175,0,1.00629543317259,3.68409749008463,8.28134734950647,2.48755300612552,5.60486626696636,7.3359197671151,9.60384388440865,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",13,0.128571428571429,0,0.1212459194775,-1.99155509365,2.2210544294225,0.013154029203675,"sigma",0.013154029203675,0,1.00771129470174,2.95987319716201,7.30521895469772,2.17267287876786,3.90451357923499,6.54950664903934,8.15539529856341,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",13,0.128571428571429,NA,0.8212892114125,-1.9318131461,2.2021498886575,NA,"phi",12.20121311205,0,1.00224300763844,2.89689717169048,6.99033882734006,2.01444561477063,3.96748960470652,6.14016248347438,7.96646722214881,12.20121311205,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",13,0.128571428571429,NA,0.1190434908305,-1.575551364625,4.85964810915,NA,"shape",2.911268173575,0,1.00275754908045,5.41593819055176,8.24985933677071,3.08582524810507,7.58861106931962,6.23462652168168,10.2021161263882,NA,2.911268173575,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",14,0.142857142857143,-0.2766134988,0.11649349779,-3.5804191548,2.2334523391175,0.017523263845,"sigma",0.017523263845,0,1.00233446039847,3.30624133725544,8.12390728582764,2.33011294244669,4.40832178300725,7.30521895469772,9.03705965516486,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",14,0.142857142857143,0,0.116797527275,-1.969658255075,2.5592039693525,0.013516282786675,"sigma",0.013516282786675,0,1.00192347133627,3.30624133725544,7.55712305658385,2.45606499338975,4.18790569385688,6.76913553787131,8.47027542592107,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",14,0.142857142857143,NA,0.8304377672125,-1.888961565625,2.5752784436925,NA,"phi",10.281736116,0,1.00289991803722,3.2432653117839,7.14777889101889,2.26713691697516,4.28236973206418,6.26611453441744,8.18767051161757,10.281736116,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",14,0.142857142857143,NA,0.1147425649315,-1.3971684573,5.585065641725,NA,"shape",2.799740736675,0,1.00310240077054,5.99846642616343,8.37581138771377,4.12492966838535,7.84051517120575,6.73843472545394,10.0446760627094,NA,2.799740736675,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",15,0.185714285714286,-0.14485127215825,0.1188837043125,-3.06917364235,2.34093448557,0.020065485683,"sigma",0.020065485683,0,1.00443817976137,3.30624133725544,7.96646722214881,2.39308896791822,4.59724985942184,6.9588508146043,9.10003568063639,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",15,0.185714285714286,0,0.1193231412675,-1.913922952775,2.647154258375,0.01563513284775,"sigma",0.01563513284775,0,1.00415976538742,3.3377293499912,7.36819498016926,2.51904101886128,4.34534575753572,6.48653062356781,8.344323374978,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",15,0.185714285714286,NA,0.8483039743075,-1.9792567885,2.3671680657625,NA,"phi",8.0730124655,0,1.00311021485134,3.11731326084084,7.36819498016926,2.29862492971092,4.09344165564959,6.42355459809627,8.59622747686413,8.0730124655,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",15,0.185714285714286,NA,0.11722370423225,-1.823472371275,3.4006397213275,NA,"shape",2.743839257,0,1.00165259339313,3.99897761744229,7.65158709479115,2.23564890423939,6.07797365832125,6.07718645800285,9.51016704651975,NA,2.743839257,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",16,0.171428571428571,-0.10486547656275,0.11773388349,-2.916143420625,1.449994404865,0.0148852904005,"sigma",0.0148852904005,0,1.00376353330924,2.45606499338975,7.14777889101889,1.88928076414596,3.08582524810507,6.42355459809627,7.99874243520297,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",16,0.171428571428571,0,0.118594209695,-1.9617236556,1.5979983525575,0.012616553849375,"sigma",0.012616553849375,0,1.00376418007825,2.36160095518245,6.51801863630357,1.8577927514102,2.80243313348318,5.85677036885249,7.33670696743349,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",16,0.171428571428571,NA,0.855846841375,-1.953965922175,1.7409533576725,NA,"phi",13.633539890925,0,1.00375084818088,2.45606499338975,6.61248267451087,2.10969685329633,2.92917238474464,5.95123440705978,7.52563504384809,13.633539890925,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",16,0.171428571428571,NA,0.11425818649525,-1.8779844337,2.37055988184,NA,"shape",4.747067939975,0,1.00425940123928,2.99136120989778,6.864386776397,1.79481672593867,4.72320191036491,5.73081831790942,8.344323374978,NA,4.747067939975,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",17,0.128571428571429,-0.1182146820735,0.116153048645,-2.908255373275,2.3256708793025,0.02352081090075,"sigma",0.02352081090075,0,1.00264341034002,3.27475332451967,7.68307510752692,2.23564890423939,4.40832178300725,6.58099466177511,9.00557164242909,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",17,0.128571428571429,0,0.116997658095,-1.828122459425,2.5504862473325,0.014330381864,"sigma",0.014330381864,0,1.0024938535775,3.21177729904814,6.864386776397,2.55052903159705,3.84153755376346,6.17165049621015,7.74605113299845,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"E",17,0.128571428571429,NA,0.7741087005225,-1.880346576125,2.70636501685,NA,"phi",11.026739057175,0,1.00332000879263,3.36921736272697,7.24224292922619,2.80243313348318,4.09344165564959,6.48653062356781,8.21837132403494,11.026739057175,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"F",17,0.128571428571429,NA,0.11204313650725,-1.92839864445,2.948740851575,NA,"shape",2.05645583315,0,1.00127150857866,3.58963345187733,7.65158709479115,1.9522567896175,5.82528235611672,6.10867447073861,9.69830792261594,NA,2.05645583315,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"A",18,0.142857142857143,-0.30885508846325,0.11600771604875,-3.783904591475,2.3204930835225,0.02667202835825,"sigma",0.02667202835825,0,1.00286325354262,3.49516941367003,9.03705965516486,2.29862492971092,5.41593819055176,7.77753914573421,10.5177834540643,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
"d2.0_t2.0_R2.3_s8.1",2,2,2.3,"B3",18,0.142857142857143,0,0.1177903034175,-2.1804291245,2.0157908579375,0.019220510957,"sigma",0.019220510957,0,1.00205203609728,2.89689717169048,8.18688331129917,2.01523281508903,4.21939370659265,6.80141075092547,9.88723599903054,NA,NA,2.50768524465496,7.79489604573253,1.3,-3.573,0.118987017562158,-0.237974035124315
