"cell","arm","endpoint","n","bias","bias_mcse","rmse","rmse_mcse","coverage","coverage_mcse"
"d4.0_t1.0_R2.3_s8.1","B1","ErC50",482,-0.147874230880875,0.0152244522020689,0.365177854795361,0.0113783053461582,0.846473029045643,0.0164200843610228
"d4.0_t2.0_R17.0_s8.1","B1","ErC50",484,-0.411077011124345,0.00457982862852718,0.423219980735468,0.00448572933788735,0.0206611570247934,0.00646578304960875
"d4.0_t2.0_R2.3_s8.1","B1","ErC50",475,-0.286609653575703,0.0159586952878656,0.450403588274663,0.0121681789070943,0.709473684210526,0.0208311899563216
"d4.0_t2.0_R3.3_s8.1","B1","ErC50",456,-0.353443400233376,0.0110737135946151,0.425108906730277,0.0095363180560235,0.515350877192982,0.0234036073921948
"d4.0_t2.0_R73.0_s8.1","B1","ErC50",500,-0.41295542134796,0.00297214157362027,0.418258483670036,0.0029464356175032,0.002,0.00199799899899875
"d8.0_t0.8_R2.3_s8.1","B1","ErC50",485,-0.125066539245307,0.00901725865293398,0.234512559979059,0.00660074781601081,0.785567010309278,0.0186365942324113
"d8.0_t1.0_R2.3_s8.1","B1","ErC50",486,-0.132803447568006,0.0066121975336442,0.197082511792788,0.00556468754440846,0.810699588477366,0.0177700078923398
"d8.0_t2.0_R2.3_s8.1","B1","ErC50",422,-0.223843916294403,0.00786742255989752,0.275979088064413,0.00678101533314802,0.599526066350711,0.0238525566762204
"d2.0_t0.8_R2.3_s8.1","E","ErC50",497,-0.692315441002753,0.0453009541528629,1.22359314628764,0.0367568923223898,0.641851106639839,0.0215065505694073
"d2.0_t1.0_R2.3_s8.1","E","ErC50",495,-0.917230233661601,0.0345805987738992,1.19668095182227,0.0263719015948577,0.549494949494949,0.0223629496064357
"d2.0_t2.0_R2.3_s8.1","E","ErC50",499,-0.436734320122361,0.0301703532714262,0.802521946242608,0.0204820114521335,0.861723446893788,0.0154528274333834
"d4.0_t0.8_R2.3_s8.1","E","ErC50",499,-0.446291031407531,0.0220056259183218,0.663574393417377,0.015380493037694,0.663326653306613,0.0211552333107481
"d4.0_t1.0_R2.3_s8.1","E","ErC50",490,-0.694863396275914,0.0149505673168916,0.769503838157086,0.0124522800620648,0.4,0.0221313334068995
"d4.0_t2.0_R17.0_s8.1","E","ErC50",462,-0.756417169256588,0.0048402061681613,0.763522793102498,0.00485539139422881,0,0
"d4.0_t2.0_R2.3_s8.1","E","ErC50",499,-0.535201116364026,0.0132671961573624,0.611635058599906,0.011448894822045,0.583166332665331,0.0220712710152918
"d4.0_t2.0_R3.3_s8.1","E","ErC50",493,-0.668348271781699,0.00993115089563672,0.703714622119394,0.00918317552749941,0.233265720081136,0.0190469061185797
"d4.0_t2.0_R73.0_s8.1","E","ErC50",496,-0.749115380260911,0.003105018914845,0.752293970773337,0.003112171486472,0,0
"d8.0_t0.8_R2.3_s8.1","E","ErC50",494,-0.207558710180357,0.0120573357619465,0.338751583893207,0.00900490513931481,0.787449392712551,0.0184068310804292
"d8.0_t1.0_R2.3_s8.1","E","ErC50",480,-0.429872702373411,0.00662777884134774,0.453686885341599,0.00629565571855779,0.241666666666667,0.0195396972473608
"d8.0_t2.0_R2.3_s8.1","E","ErC50",500,-0.329078204717878,0.00652260606786801,0.359891810671929,0.00598958385041853,0.476,0.0223349054173059
"d2.0_t0.8_R2.3_s8.1","F","ErC50",500,-0.18118273265995,0.0489167120582017,1.10763563376593,0.0396117765927412,0.806,0.0176841171676734
"d2.0_t1.0_R2.3_s8.1","F","ErC50",498,0.0573006723666648,0.0489217974824536,1.09214214949522,0.0363775282255909,0.869477911646586,0.0150958166500485
"d2.0_t2.0_R2.3_s8.1","F","ErC50",493,1.02139623413583,0.0735827044768832,1.92539402486555,0.118172662705405,0.835699797160243,0.0166886320144077
"d4.0_t0.8_R2.3_s8.1","F","ErC50",495,-0.366976505705485,0.0214022233316252,0.600791982741921,0.0150341753157217,0.703030303030303,0.02053716493429
"d4.0_t1.0_R2.3_s8.1","F","ErC50",496,-0.314873380115912,0.0240042455630826,0.619972684081114,0.012424684415193,0.782258064516129,0.0185312717940691
"d4.0_t2.0_R17.0_s8.1","F","ErC50",500,-0.74527595522282,0.00650322567837199,0.759302264978172,0.00561637045980941,0.374,0.0216390387956582
"d4.0_t2.0_R2.3_s8.1","F","ErC50",500,-0.281026111712805,0.0306765134585321,0.740647599045725,0.0610178848726735,0.892,0.0138806339912844
"d4.0_t2.0_R3.3_s8.1","F","ErC50",500,-0.53493268827648,0.0160738676076586,0.644266421367047,0.0121104481990813,0.8,0.0178885438199983
"d4.0_t2.0_R73.0_s8.1","F","ErC50",500,-0.789153734591109,0.00364434262400558,0.793341636476055,0.00358254994412104,0.116,0.0143208938268531
"d8.0_t0.8_R2.3_s8.1","F","ErC50",495,-0.240565513317711,0.0103112114736152,0.332256498404921,0.00835670005817622,0.567676767676768,0.0222665149294787
"d8.0_t1.0_R2.3_s8.1","F","ErC50",497,-0.238944753856487,0.0123714249975712,0.364703256093113,0.00752064485658678,0.694164989939638,0.0206679193608773
"d8.0_t2.0_R2.3_s8.1","F","ErC50",500,-0.445699521192404,0.00918105156154072,0.490621672341528,0.00754614469029609,0.586,0.0220274374360705
"d2.0_t0.8_R2.3_s8.1","A","NSEC",472,1.05371301081732,0.0194747267850013,1.1353170994589,0.0223778408878289,0.184322033898305,0.0178474836638429
"d2.0_t1.0_R2.3_s8.1","A","NSEC",480,1.27151419364331,0.0208952871990568,1.35125348644589,0.0253203482944542,0.0458333333333333,0.00954513825734609
"d2.0_t2.0_R2.3_s8.1","A","NSEC",495,2.11711676494849,0.0246759482377856,2.18700278751864,0.0263704503157197,0,0
"d4.0_t0.8_R2.3_s8.1","A","NSEC",481,0.448154945631588,0.0138828089084808,0.541622007699983,0.0225989061544804,0.62993762993763,0.0220147471045034
"d4.0_t1.0_R2.3_s8.1","A","NSEC",489,0.562491826791321,0.0133961166136465,0.635587566025586,0.0148092096473606,0.488752556237219,0.0226050601049697
"d4.0_t2.0_R17.0_s8.1","A","NSEC",498,0.231534968107546,0.00475116229206184,0.254612435654547,0.00514795958282465,0.417670682730924,0.0220997139452497
"d4.0_t2.0_R2.3_s8.1","A","NSEC",495,0.873503451052764,0.0134774829419288,0.923439059682543,0.0141956625728053,0.0909090909090909,0.0129212555367037
"d4.0_t2.0_R3.3_s8.1","A","NSEC",498,0.605578450416036,0.0098199377748124,0.643934433793673,0.0104481153510651,0.198795180722892,0.0178838093322822
"d4.0_t2.0_R73.0_s8.1","A","NSEC",498,0.133937144010645,0.00312811182244161,0.151004453847748,0.00359946080377922,0.58433734939759,0.0220845041667305
"d8.0_t0.8_R2.3_s8.1","A","NSEC",487,0.188403017744376,0.00831326327706194,0.262837070071306,0.00695414343545355,0.829568788501027,0.0170386933519449
"d8.0_t1.0_R2.3_s8.1","A","NSEC",484,0.28843448012323,0.00988449645452383,0.361088810143701,0.00920130294109377,0.619834710743802,0.0220648762668496
"d8.0_t2.0_R2.3_s8.1","A","NSEC",497,0.40538292205852,0.00741359222231771,0.43771696667773,0.00789437430566751,0.3158953722334,0.020852335394827
"d2.0_t0.8_R2.3_s8.1","C","NSEC",466,0.992608978951187,0.0185618533570711,1.07027323666319,0.022201303815254,0.214592274678112,0.0190178609479508
"d2.0_t1.0_R2.3_s8.1","C","NSEC",480,1.14406754583442,0.0205767500865897,1.22951226751421,0.0257913151699437,0.0895833333333333,0.0130350616705342
"d2.0_t2.0_R2.3_s8.1","C","NSEC",488,1.52397709787672,0.0227204945130936,1.60433966446964,0.0258209239040161,0.00614754098360656,0.00353835793728376
"d4.0_t0.8_R2.3_s8.1","C","NSEC",478,0.437129673956806,0.0140080282078234,0.533555627222631,0.0233755339662975,0.638075313807531,0.021980174012438
"d4.0_t1.0_R2.3_s8.1","C","NSEC",489,0.507365456372792,0.0133894187303612,0.58728754020633,0.0158324242721011,0.560327198364008,0.0224456001826962
"d4.0_t2.0_R17.0_s8.1","C","NSEC",489,0.199829714834084,0.0050368701904759,0.22871927083815,0.00549887246094615,0.462167689161554,0.0225459637882788
"d4.0_t2.0_R2.3_s8.1","C","NSEC",487,0.600417670768046,0.0123248761160114,0.659034163765573,0.0135597912205188,0.37782340862423,0.02197034030741
"d4.0_t2.0_R3.3_s8.1","C","NSEC",483,0.435628178013041,0.00965511137928796,0.484463121598283,0.0102088541664294,0.426501035196687,0.0225036413972105
"d4.0_t2.0_R73.0_s8.1","C","NSEC",488,0.122413686823523,0.00301945250089988,0.139374083710191,0.00357075287482517,0.491803278688525,0.0226308949280706
"d8.0_t0.8_R2.3_s8.1","C","NSEC",485,0.185853700550394,0.00827998017107486,0.260237784879209,0.00690448548067131,0.835051546391753,0.0168523277636227
"d8.0_t1.0_R2.3_s8.1","C","NSEC",485,0.260480252067627,0.00984317920730365,0.3387386003104,0.0093817177042969,0.663917525773196,0.0214491027733622
"d8.0_t2.0_R2.3_s8.1","C","NSEC",460,0.267953994164559,0.007496671032414,0.312402269731768,0.00695859912528795,0.65,0.0222388223022557
"d2.0_t0.8_R2.3_s8.1","D","NSEC",470,1.04902883651715,0.0193432521085959,1.12957655670018,0.0223101075280453,0.185106382978723,0.0179148108201517
"d2.0_t1.0_R2.3_s8.1","D","NSEC",456,1.19698876289232,0.0197189301956904,1.26874054603727,0.0215027393629791,0.0701754385964912,0.0119621888229048
"d2.0_t2.0_R2.3_s8.1","D","NSEC",379,1.48902131648937,0.0255113887309128,1.56945805357839,0.0298652696651555,0.0105540897097625,0.00524912378670277
"d4.0_t0.8_R2.3_s8.1","D","NSEC",481,0.448154945631588,0.0138828089084808,0.541622007699983,0.0225989061544804,0.62993762993763,0.0220147471045034
"d4.0_t1.0_R2.3_s8.1","D","NSEC",478,0.515631454693451,0.012799615532111,0.586534553394347,0.0138016474897003,0.562761506276151,0.022688586394333
"d4.0_t2.0_R17.0_s8.1","D","NSEC",493,0.2005252458524,0.00498772541812383,0.229019775147675,0.00543043459803982,0.466531440162272,0.0224683620477393
"d4.0_t2.0_R2.3_s8.1","D","NSEC",450,0.645148664905022,0.013920904842828,0.70938651275343,0.0155812594665812,0.342222222222222,0.0223659549235741
"d4.0_t2.0_R3.3_s8.1","D","NSEC",483,0.45862175645829,0.00976112077984202,0.506219936703803,0.0103972695308571,0.403726708074534,0.0223250712412105
"d4.0_t2.0_R73.0_s8.1","D","NSEC",493,0.123397808233877,0.00302392822320435,0.140449054433549,0.00366148091693088,0.498985801217039,0.0225188211297278
"d8.0_t0.8_R2.3_s8.1","D","NSEC",487,0.188403017744376,0.00831326327706194,0.262837070071306,0.00695414343545355,0.829568788501027,0.0170386933519449
"d8.0_t1.0_R2.3_s8.1","D","NSEC",462,0.244879614436691,0.0100620807138665,0.326558090466983,0.00945713847511526,0.722943722943723,0.0208216554144746
"d8.0_t2.0_R2.3_s8.1","D","NSEC",464,0.28251046882789,0.00745680902358115,0.324895086719253,0.00684155440833043,0.648706896551724,0.0221615472993762
"d2.0_t0.8_R2.3_s8.1","B2","NSEC",492,1.13350068601172,0.0244717910647808,1.25653024918898,0.0309540030756205,0.178861788617886,0.0172776377623489
"d2.0_t1.0_R2.3_s8.1","B2","NSEC",476,1.54427888662633,0.0307214838415192,1.68318353876118,0.0385334775555606,0.0315126050420168,0.00800729194529789
"d2.0_t2.0_R2.3_s8.1","B2","NSEC",210,2.89273662264331,0.0408971781300199,2.95254029886003,0.0420634371669094,0,0
"d4.0_t0.8_R2.3_s8.1","B2","NSEC",493,0.5310002070834,0.0163290503781523,0.642765167039032,0.0237103739293708,0.521298174442191,0.0224984285124152
"d4.0_t1.0_R2.3_s8.1","B2","NSEC",468,0.824584653429227,0.0195401165609893,0.926416750257334,0.0233506492816188,0.243589743589744,0.0198419923140459
"d4.0_t2.0_R17.0_s8.1","B2","NSEC",237,1.71707227981127,0.00660714581520552,1.72006966335396,0.00662823627738073,0,0
"d4.0_t2.0_R2.3_s8.1","B2","NSEC",154,1.61428806804463,0.022095145016173,1.63725986572809,0.022291443699442,0,0
"d4.0_t2.0_R3.3_s8.1","B2","NSEC",202,1.67705169312502,0.0146664484020381,1.68989302261065,0.0148590611275825,0,0
"d4.0_t2.0_R73.0_s8.1","B2","NSEC",263,1.72077082101371,0.00408729836375378,1.72204215759248,0.00409049382638394,0,0
"d8.0_t0.8_R2.3_s8.1","B2","NSEC",486,0.221636645353358,0.00935854026491688,0.302655259941363,0.0115717740674903,0.773662551440329,0.0189817330392998
"d8.0_t1.0_R2.3_s8.1","B2","NSEC",468,0.505127130079823,0.0110034502480403,0.558297296205446,0.00923598854297254,0.282051282051282,0.0208011729382727
"d8.0_t2.0_R2.3_s8.1","B2","NSEC",36,0.866312428716431,0.0256368959069847,0.879489050107877,0.0259642188962049,0.0555555555555556,0.0381769039409043
"d2.0_t0.8_R2.3_s8.1","B3","NSEC",494,1.02607914031875,0.0220920707634096,1.13730021558545,0.029373414519784,0.218623481781377,0.0185958102783729
"d2.0_t1.0_R2.3_s8.1","B3","NSEC",490,1.22703269251209,0.0234182041123004,1.3318343873372,0.0298638691817439,0.0795918367346939,0.0122271841886614
"d2.0_t2.0_R2.3_s8.1","B3","NSEC",475,1.60062803086197,0.0278145488058819,1.71135027932955,0.0332017230939569,0.00631578947368421,0.00363488949430474
"d4.0_t0.8_R2.3_s8.1","B3","NSEC",493,0.501115597308286,0.0155118991169579,0.607866265603925,0.0233651383320839,0.535496957403651,0.0224620466924264
"d4.0_t1.0_R2.3_s8.1","B3","NSEC",482,0.682876946715405,0.0166851805523747,0.774744499584724,0.0203360000581295,0.313278008298755,0.0211267120554059
"d4.0_t2.0_R17.0_s8.1","B3","NSEC",427,0.678855873096446,0.00322638573878845,0.682114192126247,0.00377925622194997,0,0
"d4.0_t2.0_R2.3_s8.1","B3","NSEC",451,0.883943518704394,0.0175985798062912,0.959544500947604,0.0191032079003129,0.0687361419068736,0.0119135359397102
"d4.0_t2.0_R3.3_s8.1","B3","NSEC",403,0.820434060640822,0.01618996590158,0.882316426351174,0.018939827607999,0.00992555831265509,0.0049380885595972
"d4.0_t2.0_R73.0_s8.1","B3","NSEC",483,0.67869072195183,0.00181852897219219,0.679864025388635,0.00180684970757816,0,0
"d8.0_t0.8_R2.3_s8.1","B3","NSEC",488,0.218470993032863,0.00923753316196389,0.298808078890143,0.0113469842424755,0.766393442622951,0.0191539563673814
"d8.0_t1.0_R2.3_s8.1","B3","NSEC",479,0.43027795279662,0.0111279437176892,0.494297883329911,0.00968666265031782,0.350730688935282,0.0218037686489037
"d8.0_t2.0_R2.3_s8.1","B3","NSEC",409,0.474877078971761,0.0102648547493781,0.518167999096134,0.0151033124258518,0.112469437652812,0.0156223824797766
"d2.0_t0.8_R2.3_s8.1","B1","NSEC",467,0.967450771137377,0.0182339445175327,1.04445926296711,0.0219905208203334,0.233404710920771,0.0195739935756202
"d2.0_t1.0_R2.3_s8.1","B1","NSEC",480,1.07863136870426,0.0186306491784588,1.15312924301364,0.0208733912461744,0.13125,0.0154126191195721
"d2.0_t2.0_R2.3_s8.1","B1","NSEC",477,1.52836905517849,0.0265584521404157,1.63452109981862,0.0311137383867447,0.00838574423480084,0.00417525492974542
"d4.0_t0.8_R2.3_s8.1","B1","NSEC",481,0.424358119825298,0.0127810085058126,0.508418940939434,0.0147187758975983,0.654885654885655,0.0216766270894802
"d4.0_t1.0_R2.3_s8.1","B1","NSEC",482,0.469666305404958,0.0131796308495631,0.551486556845076,0.0163319467933814,0.612033195020747,0.0221953119799387
"d4.0_t2.0_R17.0_s8.1","B1","NSEC",484,0.615840150723452,0.00357369316127084,0.62082817336261,0.00391946319116755,0,0
"d4.0_t2.0_R2.3_s8.1","B1","NSEC",475,0.778657823803075,0.0164362958504523,0.856948055519216,0.0184194916177972,0.183157894736842,0.0177474137675508
"d4.0_t2.0_R3.3_s8.1","B1","NSEC",456,0.699068607697399,0.0135991770721959,0.756864277147235,0.016397851569899,0.081140350877193,0.0127867628182428
"d4.0_t2.0_R73.0_s8.1","B1","NSEC",500,0.609476589604026,0.00223215766999348,0.611512873682432,0.00222676968914324,0,0
"d8.0_t0.8_R2.3_s8.1","B1","NSEC",485,0.184555443557223,0.0082978285230031,0.259588188317633,0.00693766369684226,0.837113402061856,0.0167673316487489
"d8.0_t1.0_R2.3_s8.1","B1","NSEC",486,0.232915880995226,0.009754680468432,0.316858637683697,0.00938939687422629,0.722222222222222,0.0203173021174192
"d8.0_t2.0_R2.3_s8.1","B1","NSEC",422,0.407852738902145,0.00841008865837554,0.442855523328717,0.0107159590228888,0.270142180094787,0.0216151924930788
"d2.0_t0.8_R2.3_s8.1","E","NSEC",497,1.22704877105727,0.0291483373386414,1.38818693592698,0.0463448763815825,0.189134808853119,0.0175663635576136
"d2.0_t1.0_R2.3_s8.1","E","NSEC",495,1.49998919009761,0.0285010082699489,1.62826516936804,0.0370178355262825,0.0444444444444444,0.00926262565066634
"d2.0_t2.0_R2.3_s8.1","E","NSEC",499,1.50041412679459,0.0224828161522498,1.58207778219291,0.0261667599905999,0.00801603206412826,0.00399191951710105
"d4.0_t0.8_R2.3_s8.1","E","NSEC",499,0.506782207425761,0.0161352314913082,0.621675447489944,0.0239112491188331,0.629258517034068,0.0216221994850072
"d4.0_t1.0_R2.3_s8.1","E","NSEC",490,0.806034053602061,0.0176688746536896,0.895740688415605,0.0213733153506102,0.310204081632653,0.0208971001489414
"d4.0_t2.0_R17.0_s8.1","E","NSEC",462,0.665828176295024,0.00275781771495566,0.668455924380516,0.00273454128236923,0,0
"d4.0_t2.0_R2.3_s8.1","E","NSEC",499,0.745827203875641,0.0122499357601758,0.794347883016577,0.0136522670489052,0.228456913827655,0.0187945517385785
"d4.0_t2.0_R3.3_s8.1","E","NSEC",493,0.733321300546496,0.00914460314221971,0.760856769054808,0.0103275833161534,0.0628803245436105,0.0109328013191208
"d4.0_t2.0_R73.0_s8.1","E","NSEC",496,0.651514142513007,0.00173876303168883,0.65266163503782,0.00172827081243929,0,0
"d8.0_t0.8_R2.3_s8.1","E","NSEC",494,0.137706570012626,0.00925672762535246,0.247400067795695,0.00955232269152394,0.917004048582996,0.0124122526203798
"d8.0_t1.0_R2.3_s8.1","E","NSEC",480,0.480979104942449,0.0109902407294808,0.537770491771423,0.00947606692416751,0.425,0.0225635676109372
"d8.0_t2.0_R2.3_s8.1","E","NSEC",500,0.366109458108018,0.0061606407755227,0.391120095627798,0.00585597871938908,0.51,0.0223562071917398
"d2.0_t0.8_R2.3_s8.1","F","NSEC",500,1.91031180974855,0.0325332501643399,2.04387841644906,0.0453421614513815,0.014,0.00525433154644813
"d2.0_t1.0_R2.3_s8.1","F","NSEC",498,3.0181730594801,0.0668466379572811,3.3660362001988,0.0943829015754035,0,0
"d2.0_t2.0_R2.3_s8.1","F","NSEC",493,4.61127488679503,0.0769255406675735,4.91683690746701,0.112703054377023,0,0
"d4.0_t0.8_R2.3_s8.1","F","NSEC",495,0.799651378662784,0.0204048725773915,0.919306035495082,0.0276479064673648,0.490909090909091,0.0224696138419391
"d4.0_t1.0_R2.3_s8.1","F","NSEC",496,1.67068660847255,0.0445604368347634,1.94269962848801,0.0550730083983125,0.0705645161290323,0.0114990502055629
"d4.0_t2.0_R17.0_s8.1","F","NSEC",500,1.32164489870466,0.0143766737412325,1.36010401199875,0.0186629207733391,0,0
"d4.0_t2.0_R2.3_s8.1","F","NSEC",500,1.97009825264728,0.0401997070372675,2.16510492391918,0.0657370449003607,0,0
"d4.0_t2.0_R3.3_s8.1","F","NSEC",500,1.71439642675082,0.0258325331462075,1.80890786737805,0.0303380728642418,0,0
"d4.0_t2.0_R73.0_s8.1","F","NSEC",500,1.1350295363102,0.00708863659139206,1.14602189503091,0.00815619087357378,0,0
"d8.0_t0.8_R2.3_s8.1","F","NSEC",495,0.332561786002954,0.0126443625766687,0.435405574797547,0.01506500417847,0.709090909090909,0.0204139480805014
"d8.0_t1.0_R2.3_s8.1","F","NSEC",497,0.977517059925776,0.024692644646041,1.12158996315735,0.0251908468061953,0.321931589537223,0.0209575426506603
"d8.0_t2.0_R2.3_s8.1","F","NSEC",500,0.678345768078487,0.0138982544797013,0.746016459861094,0.0176961113725846,0.212,0.0182787308093314
